userID,artistID,weight,source_row_count
8,289,2258,1
8,291,402,1
8,292,783,1
8,295,1425,1
8,296,1039,1
8,298,613,1
8,300,347,1
8,302,432,1
8,311,353,1
8,323,578,1
8,334,6291,1
8,335,2396,1
8,336,1735,1
8,337,1407,1
8,338,963,1
8,339,819,1
8,340,800,1
8,341,794,1
8,342,753,1
8,343,588,1
8,344,553,1
8,345,527,1
8,346,520,1
8,347,505,1
8,348,504,1
8,349,494,1
8,350,494,1
8,351,456,1
8,352,417,1
8,353,400,1
8,354,389,1
8,355,361,1
8,356,350,1
8,357,345,1
8,358,280,1
8,359,277,1
8,360,257,1
8,361,253,1
8,362,229,1
8,363,185,1
8,364,178,1
8,365,177,1
8,366,173,1
9,8,587,1
9,367,2396,1
9,368,1444,1
9,369,1158,1
9,370,1113,1
9,371,1103,1
9,372,1069,1
9,373,729,1
9,374,708,1
9,375,630,1
9,376,629,1
9,377,609,1
9,378,590,1
9,379,558,1
9,380,556,1
9,381,556,1
9,382,533,1
9,383,521,1
9,384,510,1
9,385,467,1
9,386,465,1
9,387,430,1
9,388,411,1
9,389,403,1
9,390,381,1
9,391,367,1
9,392,364,1
9,393,357,1
9,394,345,1
9,395,319,1
9,396,307,1
9,397,307,1
9,398,306,1
9,399,292,1
9,400,290,1
9,401,289,1
9,402,280,1
9,403,273,1
9,404,273,1
9,405,267,1
9,406,260,1
9,407,249,1
9,408,249,1
9,409,242,1
9,410,241,1
9,411,237,1
9,412,236,1
9,413,234,1
9,414,229,1
9,415,228,1
10,154,177,1
10,159,225,1
10,196,1137,1
10,199,1386,1
10,200,306,1
10,208,310,1
10,217,761,1
10,219,189,1
10,225,1297,1
10,228,279,1
10,229,992,1
10,416,3132,1
10,417,1584,1
10,418,1056,1
10,419,1029,1
10,420,1023,1
10,421,956,1
10,422,878,1
10,423,845,1
10,424,797,1
10,425,729,1
10,426,603,1
10,427,583,1
10,428,578,1
10,429,573,1
10,430,560,1
10,431,546,1
10,432,527,1
10,433,483,1
10,434,455,1
10,435,367,1
10,436,317,1
10,437,315,1
10,438,308,1
10,439,291,1
10,440,247,1
10,441,238,1
10,442,235,1
10,443,229,1
10,444,208,1
10,445,204,1
10,446,199,1
10,447,189,1
10,448,178,1
10,449,177,1
10,450,173,1
10,451,169,1
10,452,165,1
10,453,161,1
10,454,157,1
11,67,229,1
11,89,3384,1
11,157,1007,1
11,230,329,1
11,234,370,1
11,288,749,1
11,289,3851,1
11,292,555,1
11,294,264,1
11,295,521,1
11,300,347,1
11,301,306,1
11,304,1031,1
11,306,249,1
11,325,298,1
11,327,337,1
11,329,553,1
11,344,243,1
11,349,341,1
11,455,4416,1
11,456,1951,1
11,457,1788,1
11,458,1708,1
11,459,1567,1
11,460,1531,1
11,461,1500,1
11,462,1318,1
11,463,1235,1
11,464,1117,1
11,465,1006,1
11,466,956,1
11,467,793,1
11,468,719,1
11,469,552,1
11,470,548,1
11,471,537,1
11,472,514,1
11,473,441,1
11,474,425,1
11,475,424,1
11,476,337,1
11,477,336,1
11,478,329,1
11,479,321,1
11,480,314,1
11,481,293,1
11,482,251,1
11,483,247,1
11,484,244,1
11,485,238,1
12,72,2144,1
12,189,2976,1
12,191,4259,1
12,230,2110,1
12,288,3072,1
12,300,1064,1
12,333,23961,1
12,344,5489,1
12,377,59695,1
12,378,31617,1
12,405,1034,1
12,407,1600,1
12,466,1485,1
12,486,24097,1
12,487,7867,1
12,488,7425,1
12,489,7399,1
12,490,4527,1
12,491,3837,1
12,492,3823,1
12,493,3727,1
12,494,3648,1
12,495,3526,1
12,496,3407,1
12,497,3226,1
12,498,3134,1
12,499,3080,1
12,500,2471,1
12,501,2378,1
12,502,2303,1
12,503,1714,1
12,504,1646,1
12,505,1596,1
12,506,1591,1
12,507,1547,1
12,508,1495,1
12,509,1434,1
12,510,1341,1
12,511,1278,1
12,512,1260,1
12,513,1250,1
12,514,1227,1
12,515,1222,1
12,516,1183,1
12,517,1177,1
12,518,1001,1
12,519,982,1
12,520,953,1
12,521,939,1
12,522,927,1
13,55,6,1
13,67,9,1
13,89,3967,1
13,173,6,1
13,228,6,1
13,292,4,1
13,295,2,1
13,298,16,1
13,299,4,1
13,300,2,1
13,302,9,1
13,310,17,1
13,316,4,1
13,318,2,1
13,325,3,1
13,328,12,1
13,333,38,1
13,344,2,1
13,349,3,1
13,352,2,1
13,378,2,1
13,461,3,1
13,466,4,1
13,498,6,1
13,523,10,1
13,524,8,1
13,525,6,1
13,526,6,1
13,527,4,1
13,528,4,1
13,529,3,1
13,530,3,1
13,531,3,1
13,532,3,1
13,533,2,1
13,534,2,1
13,535,2,1
13,536,2,1
13,537,2,1
13,538,2,1
13,539,2,1
13,540,2,1
13,541,2,1
13,542,2,1
13,543,2,1
13,544,2,1
13,545,2,1
13,546,2,1
13,547,2,1
13,548,2,1
14,549,1259,1
14,550,908,1
14,551,850,1
14,552,849,1
14,553,843,1
14,554,834,1
14,555,831,1
14,556,812,1
14,557,809,1
14,558,772,1
14,559,768,1
14,560,765,1
14,561,724,1
14,562,710,1
14,563,706,1
14,564,676,1
14,565,674,1
14,566,671,1
14,567,670,1
14,568,665,1
14,569,656,1
14,570,655,1
14,571,654,1
14,572,653,1
14,573,653,1
14,574,650,1
14,575,648,1
14,576,646,1
14,577,645,1
14,578,638,1
14,579,635,1
14,580,634,1
14,581,634,1
14,582,633,1
14,583,632,1
14,584,632,1
14,585,631,1
14,586,627,1
14,587,621,1
14,588,619,1
14,589,619,1
14,590,618,1
14,591,612,1
14,592,610,1
14,593,610,1
14,594,609,1
14,595,607,1
14,596,602,1
14,597,601,1
14,598,601,1
15,69,242,1
15,154,751,1
15,159,297,1
15,197,599,1
15,203,352,1
15,205,477,1
15,212,242,1
15,215,253,1
15,218,246,1
15,222,235,1
15,227,747,1
15,233,464,1
15,266,247,1
15,429,366,1
15,511,740,1
15,599,1141,1
15,600,835,1
15,601,557,1
15,602,546,1
15,603,484,1
15,604,484,1
15,605,470,1
15,606,466,1
15,607,443,1
15,608,412,1
15,609,407,1
15,610,404,1
15,611,404,1
15,612,380,1
15,613,373,1
15,614,351,1
15,615,350,1
15,616,346,1
15,617,341,1
15,618,340,1
15,619,337,1
15,620,328,1
15,621,306,1
15,622,302,1
15,623,295,1
15,624,294,1
15,625,279,1
15,626,261,1
15,627,258,1
15,628,255,1
15,629,251,1
15,630,230,1
15,631,226,1
15,632,226,1
15,633,223,1
16,89,849,1
16,161,459,1
16,346,264,1
16,386,154,1
16,532,251,1
16,634,889,1
16,635,750,1
16,636,617,1
16,637,502,1
16,638,487,1
16,639,457,1
16,640,392,1
16,641,391,1
16,642,389,1
16,643,367,1
16,644,366,1
16,645,311,1
16,646,308,1
16,647,307,1
16,648,292,1
16,649,257,1
16,650,251,1
16,651,250,1
16,652,231,1
16,653,228,1
16,654,217,1
16,655,217,1
16,656,214,1
16,657,209,1
16,658,195,1
16,659,190,1
16,660,174,1
16,661,167,1
16,662,166,1
16,663,165,1
16,664,153,1
16,665,150,1
16,666,149,1
16,667,148,1
16,668,147,1
16,669,147,1
16,670,146,1
16,671,144,1
16,672,144,1
16,673,143,1
16,674,141,1
16,675,141,1
16,676,139,1
16,677,139,1
16,678,137,1
17,56,242,1
17,67,303,1
17,89,1255,1
17,229,610,1
17,230,120,1
17,288,129,1
17,289,118,1
17,292,110,1
17,298,215,1
17,300,1089,1
17,306,144,1
17,324,306,1
17,325,219,1
17,344,1804,1
17,403,101,1
17,461,984,1
17,464,266,1
17,466,925,1
17,498,1544,1
17,526,104,1
17,528,321,1
17,538,188,1
17,544,426,1
17,548,1446,1
17,679,14436,1
17,680,891,1
17,681,879,1
17,682,651,1
17,683,474,1
17,684,462,1
17,685,381,1
17,686,373,1
17,687,370,1
17,688,338,1
17,689,270,1
17,690,243,1
17,691,208,1
17,692,190,1
17,693,188,1
17,694,187,1
17,695,172,1
17,696,170,1
17,697,168,1
17,698,146,1
17,699,121,1
17,700,116,1
17,701,115,1
17,702,109,1
17,703,107,1
17,704,105,1
18,56,186,1
18,65,234,1
18,71,401,1
18,72,404,1
18,88,258,1
18,163,230,1
18,174,332,1
18,190,544,1
18,220,623,1
18,227,630,1
18,230,400,1
18,378,204,1
18,389,393,1
18,511,496,1
18,533,576,1
18,705,2187,1
18,706,853,1
18,707,838,1
18,708,682,1
18,709,660,1
18,710,646,1
18,711,603,1
18,712,518,1
18,713,500,1
18,714,427,1
18,715,426,1
18,716,409,1
18,717,363,1
18,718,359,1
18,719,359,1
18,720,318,1
18,721,298,1
18,722,283,1
18,723,277,1
18,724,246,1
18,725,245,1
18,726,241,1
18,727,240,1
18,728,236,1
18,729,232,1
18,730,222,1
18,731,219,1
18,732,216,1
18,733,215,1
18,734,197,1
18,735,192,1
18,736,181,1
18,737,171,1
18,738,171,1
18,739,170,1
20,56,108,1
20,88,111,1
20,141,987,1
20,163,119,1
20,201,118,1
20,504,154,1
20,512,290,1
20,743,483,1
20,744,375,1
20,745,304,1
20,746,285,1
20,747,274,1
20,748,268,1
20,749,261,1
20,750,245,1
20,751,242,1
20,752,239,1
20,753,202,1
20,754,185,1
20,755,174,1
20,756,171,1
20,757,167,1
20,758,162,1
20,759,160,1
20,760,156,1
20,761,149,1
20,762,141,1
20,763,137,1
20,764,133,1
20,765,130,1
20,766,129,1
20,767,124,1
20,768,122,1
20,769,120,1
20,770,116,1
20,771,113,1
20,772,108,1
20,773,108,1
20,774,103,1
20,775,102,1
20,776,100,1
20,777,99,1
20,778,99,1
20,779,99,1
20,780,98,1
20,781,98,1
20,782,97,1
20,783,96,1
20,784,96,1
20,785,95,1
21,55,4097,1
21,67,219,1
21,71,110,1
21,89,406,1
21,288,474,1
21,289,4620,1
21,292,437,1
21,293,599,1
21,295,152,1
21,298,149,1
21,299,516,1
21,300,252,1
21,302,118,1
21,306,138,1
21,310,187,1
21,318,215,1
21,325,202,1
21,352,116,1
21,461,436,1
21,465,122,1
21,466,222,1
21,476,432,1
21,523,186,1
21,531,188,1
21,535,1953,1
21,543,210,1
21,660,180,1
21,674,220,1
21,679,159,1
21,681,118,1
21,686,764,1
21,701,732,1
21,786,734,1
21,787,426,1
21,788,424,1
21,789,400,1
21,790,369,1
21,791,271,1
21,792,263,1
21,793,228,1
21,794,215,1
21,795,183,1
21,796,178,1
21,797,164,1
21,798,145,1
21,799,127,1
21,800,120,1
21,801,120,1
21,802,99,1
21,803,98,1
22,412,677,1
22,503,6257,1
22,514,939,1
22,804,3804,1
22,805,2548,1
22,806,2501,1
22,807,2352,1
22,808,2334,1
22,809,2301,1
22,810,2160,1
22,811,2153,1
22,812,1833,1
22,813,1742,1
22,814,1627,1
22,815,1451,1
22,816,1401,1
22,817,1284,1
22,818,1190,1
22,819,1190,1
22,820,1158,1
22,821,1044,1
22,822,1032,1
22,823,999,1
22,824,945,1
22,825,902,1
22,826,866,1
22,827,858,1
22,828,770,1
22,829,759,1
22,830,743,1
22,831,731,1
22,832,702,1
22,833,685,1
22,834,684,1
22,835,676,1
22,836,635,1
22,837,634,1
22,838,627,1
22,839,615,1
22,840,609,1
22,841,602,1
22,842,560,1
22,843,553,1
22,844,543,1
22,845,539,1
22,846,538,1
22,847,534,1
22,848,529,1
22,849,523,1
22,850,505,1
23,7,212,1
23,72,1752,1
23,152,330,1
23,159,401,1
23,163,124,1
23,181,297,1
23,220,112,1
23,226,292,1
23,227,143,1
23,233,379,1
23,420,117,1
23,436,242,1
23,511,752,1
23,599,652,1
23,615,131,1
23,707,176,1
23,851,2897,1
23,852,956,1
23,853,772,1
23,854,508,1
23,855,419,1
23,856,240,1
23,857,238,1
23,858,235,1
23,859,226,1
23,860,217,1
23,861,215,1
23,862,210,1
23,863,200,1
23,864,193,1
23,865,192,1
23,866,190,1
23,867,189,1
23,868,186,1
23,869,171,1
23,870,168,1
23,871,154,1
23,872,153,1
23,873,150,1
23,874,142,1
23,875,138,1
23,876,124,1
23,877,120,1
23,878,119,1
23,879,118,1
23,880,118,1
23,881,116,1
23,882,115,1
23,883,110,1
23,884,110,1
24,55,5956,1
24,67,6917,1
24,89,661,1
24,157,538,1
24,167,1412,1
24,229,2443,1
24,257,1203,1
24,258,531,1
24,285,586,1
24,288,677,1
24,289,1192,1
24,291,516,1
24,295,506,1
24,298,1226,1
24,300,1729,1
24,301,432,1
24,302,1037,1
24,310,677,1
24,316,1998,1
24,333,466,1
24,340,720,1
24,425,851,1
24,437,796,1
24,526,550,1
24,689,1720,1
24,690,475,1
24,709,875,1
24,786,1694,1
24,789,4466,1
24,885,2776,1
24,886,1999,1
24,887,1484,1
24,888,1114,1
24,889,1025,1
24,890,833,1
24,891,776,1
24,892,742,1
24,893,677,1
24,894,675,1
24,895,662,1
24,896,633,1
24,897,606,1
24,898,546,1
24,899,538,1
24,900,518,1
24,901,518,1
24,902,517,1
24,903,477,1
24,904,462,1
24,905,416,1
25,55,185,1
25,67,278,1
25,89,311,1
25,155,235,1
25,157,1694,1
25,288,208,1
25,289,1623,1
25,290,95,1
25,292,404,1
25,293,81,1
25,294,141,1
25,295,312,1
25,296,1765,1
25,302,120,1
25,308,205,1
25,309,239,1
25,310,77,1
25,311,76,1
25,314,160,1
25,318,431,1
25,325,244,1
25,328,191,1
25,329,425,1
25,331,153,1
25,349,231,1
25,350,1146,1
25,352,207,1
25,354,747,1
25,455,3009,1
25,459,96,1
25,462,82,1
25,469,355,1
25,476,1759,1
25,484,177,1
25,531,186,1
25,543,96,1
25,701,130,1
25,786,593,1
25,800,194,1
25,906,3004,1
25,907,271,1
25,908,222,1
25,909,173,1
25,910,150,1
25,911,133,1
25,912,97,1
25,913,89,1
25,914,81,1
25,915,80,1
25,916,78,1
26,6,550,1
26,25,177,1
26,511,1813,1
26,707,278,1
26,718,250,1
26,841,151,1
26,917,3967,1
26,918,2199,1
26,919,1818,1
26,920,1622,1
26,921,1356,1
26,922,1223,1
26,923,1176,1
26,924,1140,1
26,925,1088,1
26,926,812,1
26,927,794,1
26,928,715,1
26,929,682,1
26,930,633,1
26,931,522,1
26,932,503,1
26,933,493,1
26,934,433,1
26,935,433,1
26,936,376,1
26,937,334,1
26,938,328,1
26,939,316,1
26,940,314,1
26,941,313,1
26,942,284,1
26,943,279,1
26,944,269,1
26,945,264,1
26,946,263,1
26,947,247,1
26,948,226,1
26,949,218,1
26,950,205,1
26,951,198,1
26,952,194,1
26,953,184,1
26,954,175,1
26,955,170,1
26,956,165,1
26,957,142,1
26,958,127,1
26,959,123,1
26,960,115,1
27,51,85,1
27,67,117,1
27,152,200,1
27,172,106,1
27,183,156,1
27,328,86,1
27,348,86,1
27,423,408,1
27,463,159,1
27,548,144,1
27,614,102,1
27,641,89,1
27,644,71,1
27,689,80,1
27,701,214,1
27,703,226,1
27,726,153,1
27,861,72,1
27,917,81,1
27,961,226,1
27,962,198,1
27,963,184,1
27,964,172,1
27,965,157,1
27,966,137,1
27,967,131,1
27,968,114,1
27,969,108,1
27,970,103,1
27,971,102,1
27,972,100,1
27,973,99,1
27,974,97,1
27,975,96,1
27,976,92,1
27,977,81,1
27,978,73,1
27,979,72,1
27,980,70,1
27,981,67,1
27,982,66,1
27,983,66,1
27,984,65,1
27,985,64,1
27,986,62,1
27,987,62,1
27,988,61,1
27,989,60,1
27,990,60,1
27,991,58,1
28,51,10,1
28,59,8,1
28,61,8,1
28,72,8,1
28,85,14,1
28,91,11,1
28,100,14,1
28,193,27,1
28,366,10,1
28,905,7,1
28,992,18,1
28,993,16,1
28,994,15,1
28,995,15,1
28,996,14,1
28,997,13,1
28,998,13,1
28,999,12,1
28,1000,12,1
28,1001,11,1
28,1002,11,1
28,1003,11,1
28,1004,10,1
28,1005,10,1
28,1006,9,1
28,1007,9,1
28,1008,9,1
28,1009,9,1
28,1010,9,1
28,1011,9,1
28,1012,8,1
28,1013,8,1
28,1014,8,1
28,1015,8,1
28,1016,8,1
28,1017,8,1
28,1018,8,1
28,1019,7,1
28,1020,7,1
28,1021,7,1
28,1022,7,1
28,1023,7,1
28,1024,7,1
28,1025,7,1
28,1026,7,1
28,1027,7,1
28,1028,7,1
28,1029,7,1
28,1030,7,1
28,1031,7,1
29,55,404,1
29,89,153,1
29,161,30,1
29,209,23,1
29,288,42,1
29,289,79,1
29,292,34,1
29,300,68,1
29,302,121,1
29,317,33,1
29,318,24,1
29,328,62,1
29,333,337,1
29,378,27,1
29,455,26,1
29,461,40,1
29,464,32,1
29,466,501,1
29,472,63,1
29,481,57,1
29,498,445,1
29,500,56,1
29,528,131,1
29,531,32,1
29,534,23,1
29,537,201,1
29,543,53,1
29,679,293,1
29,686,144,1
29,687,2000,1
29,704,253,1
29,706,33,1
29,908,29,1
29,951,59,1
29,966,28,1
29,1032,300,1
29,1033,163,1
29,1034,150,1
29,1035,134,1
29,1036,106,1
29,1037,85,1
29,1038,77,1
29,1039,68,1
29,1040,63,1
29,1041,51,1
29,1042,49,1
29,1043,48,1
29,1044,42,1
29,1045,32,1
29,1046,23,1
30,89,648,1
30,190,120,1
30,228,209,1
30,229,152,1
30,230,259,1
30,234,165,1
30,288,203,1
30,289,1231,1
30,291,102,1
30,295,184,1
30,300,512,1
30,304,235,1
30,315,418,1
30,318,305,1
30,321,671,1
30,325,131,1
30,333,522,1
30,344,148,1
30,355,84,1
30,455,105,1
30,456,130,1
30,461,1375,1
30,465,184,1
30,471,89,1
30,481,192,1
30,498,1604,1
30,521,560,1
30,538,95,1
30,646,110,1
30,679,321,1
30,680,202,1
30,687,131,1
30,793,565,1
30,908,90,1
30,951,119,1
30,966,78,1
30,1043,255,1
30,1047,1725,1
30,1048,1433,1
30,1049,267,1
30,1050,212,1
30,1051,166,1
30,1052,158,1
30,1053,136,1
30,1054,136,1
30,1055,127,1
30,1056,109,1
30,1057,103,1
30,1058,81,1
30,1059,77,1
31,30,150,1
31,55,147,1
31,56,269,1
31,59,131,1
31,67,39,1
31,72,17561,1
31,77,99,1
31,159,48,1
31,227,126,1
31,238,108,1
31,289,395,1
31,515,36,1
31,534,266,1
31,603,56,1
31,757,178,1
31,875,193,1
31,880,440,1
31,959,68,1
31,972,463,1
31,1001,1360,1
31,1028,152,1
31,1060,887,1
31,1061,876,1
31,1062,522,1
31,1063,439,1
31,1064,422,1
31,1065,331,1
31,1066,262,1
31,1067,251,1
31,1068,188,1
31,1069,182,1
31,1070,182,1
31,1071,108,1
31,1072,93,1
31,1073,90,1
31,1074,88,1
31,1075,88,1
31,1076,69,1
31,1077,68,1
31,1078,67,1
31,1079,64,1
31,1080,63,1
31,1081,58,1
31,1082,58,1
31,1083,55,1
31,1084,52,1
31,1085,50,1
31,1086,49,1
31,1087,47,1
31,1088,40,1
32,72,236,1
32,88,859,1
32,154,435,1
32,155,261,1
32,159,307,1
32,170,410,1
32,173,5023,1
32,190,1837,1
32,196,143,1
32,200,246,1
32,203,3554,1
32,217,119,1
32,220,327,1
32,227,520,1
32,230,162,1
32,234,289,1
32,377,169,1
32,418,244,1
32,428,388,1
32,429,848,1
32,441,1180,1
32,447,329,1
32,493,208,1
32,533,278,1
32,599,194,1
32,620,216,1
32,808,123,1
32,851,5364,1
32,857,260,1
32,875,268,1
32,1089,2185,1
32,1090,1352,1
32,1091,659,1
32,1092,442,1
32,1093,431,1
32,1094,389,1
32,1095,310,1
32,1096,288,1
32,1097,287,1
32,1098,223,1
32,1099,221,1
32,1100,211,1
32,1101,201,1
32,1102,180,1
32,1103,158,1
32,1104,157,1
32,1105,144,1
32,1106,138,1
32,1107,128,1
32,1108,118,1
33,56,1129,1
33,152,940,1
33,183,637,1
33,188,1383,1
33,233,1535,1
33,418,1130,1
33,607,315,1
33,614,1113,1
33,632,318,1
33,964,759,1
33,968,354,1
33,977,374,1
33,1098,964,1
33,1109,3338,1
33,1110,3248,1
33,1111,2350,1
33,1112,2107,1
33,1113,1493,1
33,1114,1482,1
33,1115,1385,1
33,1116,1363,1
33,1117,1017,1
33,1118,996,1
33,1119,874,1
33,1120,858,1
33,1121,770,1
33,1122,689,1
33,1123,683,1
33,1124,681,1
33,1125,584,1
33,1126,576,1
33,1127,545,1
33,1128,467,1
33,1129,461,1
33,1130,438,1
33,1131,433,1
33,1132,386,1
33,1133,356,1
33,1134,347,1
33,1135,305,1
33,1136,296,1
33,1137,287,1
33,1138,246,1
33,1139,226,1
33,1140,219,1
33,1141,209,1
33,1142,209,1
33,1143,200,1
33,1144,196,1
33,1145,189,1
34,1,212,1
34,53,211,1
34,59,1455,1
34,70,341,1
34,72,1881,1
34,163,1416,1
34,173,775,1
34,196,578,1
34,199,1551,1
34,220,394,1
34,225,1075,1
34,226,366,1
34,227,908,1
34,229,235,1
34,390,2952,1
34,397,394,1
34,416,3801,1
34,418,454,1
34,430,185,1
34,441,2261,1
34,511,246,1
34,599,1387,1
34,622,412,1
34,717,1797,1
34,851,533,1
34,959,384,1
34,1109,208,1
34,1146,2101,1
34,1147,1761,1
34,1148,962,1
34,1149,771,1
34,1150,746,1
34,1151,658,1
34,1152,497,1
34,1153,490,1
34,1154,399,1
34,1155,354,1
34,1156,306,1
34,1157,297,1
34,1158,292,1
34,1159,285,1
34,1160,268,1
34,1161,265,1
34,1162,208,1
34,1163,201,1
34,1164,194,1
34,1165,194,1
34,1166,189,1
34,1167,182,1
34,1168,180,1
35,186,1,1
35,212,4,1
35,444,1,1
35,920,1,1
35,964,1,1
35,1169,3,1
35,1170,2,1
35,1171,1,1
35,1172,1,1
35,1173,1,1
35,1174,1,1
35,1175,1,1
35,1176,1,1
35,1177,1,1
35,1178,1,1
36,45,321,1
36,198,274,1
36,209,262,1
36,230,254,1
36,333,318,1
36,430,448,1
36,464,292,1
36,470,345,1
36,481,308,1
36,488,358,1
36,493,611,1
36,497,782,1
36,500,497,1
36,537,258,1
36,540,629,1
36,687,1524,1
36,768,1417,1
36,779,709,1
36,805,952,1
36,808,1089,1
36,816,1420,1
36,966,358,1
36,1035,341,1
36,1043,305,1
36,1046,947,1
36,1047,1080,1
36,1091,361,1
36,1179,1126,1
36,1180,900,1
36,1181,765,1
36,1182,739,1
36,1183,718,1
36,1184,688,1
36,1185,675,1
36,1186,569,1
36,1187,535,1
36,1188,519,1
36,1189,494,1
36,1190,476,1
36,1191,424,1
36,1192,379,1
36,1193,352,1
36,1194,335,1
36,1195,315,1
36,1196,313,1
36,1197,301,1
36,1198,283,1
36,1199,275,1
36,1200,253,1
36,1201,252,1
37,157,434,1
37,227,441,1
37,233,434,1
37,374,252,1
37,565,274,1
37,578,330,1
37,599,308,1
37,631,1395,1
37,845,273,1
37,875,238,1
37,1098,276,1
37,1112,213,1
37,1150,278,1
37,1202,527,1
37,1203,474,1
37,1204,330,1
37,1205,313,1
37,1206,313,1
