source_artistID,source_name,final_artistID,is_absorbed,survivor_source_name
56,Daft Punk,56,False,Daft Punk
57,Thievery Corporation,57,False,Thievery Corporation
58,Goldfrapp,58,False,Goldfrapp
59,New Order,59,False,New Order
60,Matt Bianco,60,False,Matt Bianco
61,Talk Talk,61,False,Talk Talk
62,Prefab Sprout,62,False,Prefab Sprout
63,Enigma,63,False,Enigma
64,Röyksopp,64,False,Röyksopp
65,Coldplay,65,False,Coldplay
66,Faithless,66,False,Faithless
67,Madonna,67,False,Madonna
68,Icehouse,68,False,Icehouse
69,Sade,69,False,Sade
70,Moby,70,False,Moby
71,Dido,71,False,Dido
72,Depeche Mode,72,False,Depeche Mode
73,Café Del Mar,73,False,Café Del Mar
74,Basia,74,False,Basia
75,Camouflage,75,False,Camouflage
76,Electronic,76,False,Electronic
77,George Michael,77,False,George Michael
78,The Adventures,78,False,The Adventures
79,Fiction Factory,79,False,Fiction Factory
80,Groove Armada,80,False,Groove Armada
81,Portishead,81,False,Portishead
82,Marc Almond,82,False,Marc Almond
83,Cock Robin,83,False,Cock Robin
84,Cut Copy,84,False,Cut Copy
85,Spandau Ballet,85,False,Spandau Ballet
86,Katie Melua,86,False,Katie Melua
87,Deacon Blue,87,False,Deacon Blue
88,Gorillaz,88,False,Gorillaz
89,Lady Gaga,89,False,Lady Gaga
90,Kosheen,90,False,Kosheen
91,Nik Kershaw,91,False,Nik Kershaw
92,Vitamin Z,92,False,Vitamin Z
93,Jean-Michel Jarre,93,False,Jean-Michel Jarre
94,Ministry of Sound,94,False,Ministry of Sound
95,Simply Red,95,False,Simply Red
96,Fleetwood Mac,96,False,Fleetwood Mac
97,Duffy,97,False,Duffy
98,Japan,98,False,Japan
99,INXS,99,False,INXS
100,ABC,100,False,ABC
101,Pleq,101,False,Pleq
102,Segue,102,False,Segue
103,Max Richter,103,False,Max Richter
104,Celer,104,False,Celer
105,Pjusk,105,False,Pjusk
106,Pleq & Segue,106,False,Pleq & Segue
107,Burial,107,False,Burial
108,Magnitophono,108,False,Magnitophono
109,andy graydon,109,False,andy graydon
110,ddekombinacja,110,False,ddekombinacja
111,Pleq & Anna Rose Carter,111,False,Pleq & Anna Rose Carter
112,Go Koyashiki,112,False,Go Koyashiki
113,Dustin O'Halloran,113,False,Dustin O'Halloran
114,offthesky,114,False,offthesky
115,Nebulo,115,False,Nebulo
116,Fjordne,116,False,Fjordne
117,Pleq & Chihiro,117,False,Pleq & Chihiro
118,Spyweirdos,118,False,Spyweirdos
119,billy gomberg + offthesky,119,False,billy gomberg + offthesky
120,Deru,120,False,Deru
121,Lukid,121,False,Lukid
122,Manekinekod,122,False,Manekinekod
123,Danny Norbury,123,False,Danny Norbury
124,Shinkei & Mise En Scene,124,False,Shinkei & Mise En Scene
125,aslope,125,False,aslope
126,The Notwist,126,False,The Notwist
127,Off the Sky,127,False,Off the Sky
128,strom noir,128,False,strom noir
129,Aless,129,False,Aless
130,Philippe Lamy,130,False,Philippe Lamy
131,Part Timer,131,False,Part Timer
132,Deaf Center,132,False,Deaf Center
133,Lauki,133,False,Lauki
134,Big Brotherz,134,False,Big Brotherz
135,cokiyu,135,False,cokiyu
136,Verbose,136,False,Verbose
137,Worm Is Green,137,False,Worm Is Green
138,Library Tapes,138,False,Library Tapes
139,Richard Skelton,139,False,Richard Skelton
140,Matryoshka,140,False,Matryoshka
141,Aidan Baker,141,False,Aidan Baker
142,Ylid,142,False,Ylid
143,Daisuke Miyatani,143,False,Daisuke Miyatani
144,Dakota Suite,144,False,Dakota Suite
145,Ryonkt,145,False,Ryonkt
146,Hird,146,False,Hird
147,Svarte Greiner,147,False,Svarte Greiner
148,The Boats,148,False,The Boats
149,The Sound Of Lucrecia,149,False,The Sound Of Lucrecia
150,Porzellan,150,False,Porzellan
151,Deep Forest,151,False,Deep Forest
152,Porcupine Tree,152,False,Porcupine Tree
153,De/Vision,153,False,De/Vision
154,Radiohead,154,False,Radiohead
155,Robbie Williams,155,False,Robbie Williams
156,VAST,156,False,VAST
157,Michael Jackson,157,False,Michael Jackson
158,עברי לידר,158,False,עברי לידר
159,The Cure,159,False,The Cure
160,אביב גפן,160,False,אביב גפן
161,Enrique Iglesias,161,False,Enrique Iglesias
162,God Is an Astronaut,162,False,God Is an Astronaut
163,Pink Floyd,163,False,Pink Floyd
164,יוני בלוך,164,False,יוני בלוך
165,Planet Funk,165,False,Planet Funk
166,The Cranberries,166,False,The Cranberries
167,Scissor Sisters,167,False,Scissor Sisters
168,דניאל סלומון,168,False,דניאל סלומון
169,אביתר בנאי,169,False,אביתר בנאי
170,Mew,170,False,Mew
171,Stereophonics,171,False,Stereophonics
172,Garbage,172,False,Garbage
173,Placebo,173,False,Placebo
174,Infected Mushroom,174,False,Infected Mushroom
175,Delerium,175,False,Delerium
176,Scorpions,176,False,Scorpions
177,Rock Star Supernova,177,False,Rock Star Supernova
178,Dolores O'Riordan,178,False,Dolores O'Riordan
179,Tommy Lee,179,False,Tommy Lee
180,Roxette,180,False,Roxette
181,Paradise Lost,181,False,Paradise Lost
182,Keane,182,False,Keane
183,Jamiroquai,183,False,Jamiroquai
184,James Blunt,184,False,James Blunt
185,Reamonn,185,False,Reamonn
186,Blackfield,186,False,Blackfield
187,a-ha,187,False,a-ha
188,Opeth,188,False,Opeth
189,Poets of the Fall,189,False,Poets of the Fall
190,Muse,190,False,Muse
191,OneRepublic,191,False,OneRepublic
192,Elton John,192,False,Elton John
193,Tears for Fears,193,False,Tears for Fears
194,The Tiger Lillies,194,False,The Tiger Lillies
195,Bright Eyes,195,False,Bright Eyes
196,Beirut,196,False,Beirut
197,Tom Waits,197,False,Tom Waits
198,System of a Down,198,False,System of a Down
199,Arcade Fire,199,False,Arcade Fire
200,Gogol Bordello,200,False,Gogol Bordello
201,Ленинград,201,False,Ленинград
202,CAKE,202,False,CAKE
203,Blur,203,False,Blur
204,Damien Rice,204,False,Damien Rice
205,Andrew Bird,205,False,Andrew Bird
206,Beck,206,False,Beck
207,Arctic Monkeys,207,False,Arctic Monkeys
208,Babyshambles,208,False,Babyshambles
209,My Chemical Romance,209,False,My Chemical Romance
210,Bloc Party,210,False,Bloc Party
211,The Decemberists,211,False,The Decemberists
212,Bob Dylan,212,False,Bob Dylan
213,Jacques Brel,213,False,Jacques Brel
214,DeVotchKa,214,False,DeVotchKa
215,Jeff Buckley,215,False,Jeff Buckley
216,Sparklehorse,216,False,Sparklehorse
217,Death Cab for Cutie,217,False,Death Cab for Cutie
218,Man Man,218,False,Man Man
219,M. Ward,219,False,M. Ward
220,Red Hot Chili Peppers,220,False,Red Hot Chili Peppers
221,Travis,221,False,Travis
222,Modest Mouse,222,False,Modest Mouse
223,Band of Horses,223,False,Band of Horses
224,Yeong-wook Jo,224,False,Yeong-wook Jo
225,Interpol,225,False,Interpol
226,Queens of the Stone Age,226,False,Queens of the Stone Age
227,The Beatles,227,False,The Beatles
228,Kings of Leon,228,False,Kings of Leon
229,The Killers,229,False,The Killers
230,Green Day,230,False,Green Day
231,Devendra Banhart,231,False,Devendra Banhart
232,Sunset Rubdown,232,False,Sunset Rubdown
233,Nine Inch Nails,233,False,Nine Inch Nails
234,Nirvana,234,False,Nirvana
235,Eels,235,False,Eels
236,Clap Your Hands Say Yeah,236,False,Clap Your Hands Say Yeah
237,Thom Yorke,237,False,Thom Yorke
238,Massive Attack,238,False,Massive Attack
239,Keyshia Cole,239,False,Keyshia Cole
240,Racionais MC's,240,False,Racionais MC's
241,Toni Braxton,241,False,Toni Braxton
242,Elo da Corrente,242,False,Elo da Corrente
243,Teta Lando,243,False,Teta Lando
244,Flagelo Urbano,244,False,Flagelo Urbano
245,Bob Marley & The Wailers,245,False,Bob Marley & The Wailers
246,Adriana Calcanhotto,246,False,Adriana Calcanhotto
247,Maxwell,247,False,Maxwell
248,Pharoahe Monch,248,False,Pharoahe Monch
249,Common,249,False,Common
250,Bob Marley,250,False,Bob Marley
251,Whitney Houston,251,False,Whitney Houston
252,Tamia,252,False,Tamia
253,Bryan Adams,253,False,Bryan Adams
254,Lokua Kanza,254,False,Lokua Kanza
255,Nach,255,False,Nach
256,Kid Abelha,256,False,Kid Abelha
257,Mariah Carey,257,False,Mariah Carey
258,Tina Turner,258,False,Tina Turner
259,9th Wonder,259,False,9th Wonder
260,Floetry,260,False,Floetry
261,Marisa Monte,261,False,Marisa Monte
262,Mary J. Blige,262,False,Mary J. Blige
263,Jill Scott,263,False,Jill Scott
264,Sara Tavares,264,False,Sara Tavares
265,Céline Dion,265,False,Céline Dion
266,Erykah Badu,266,False,Erykah Badu
267,Nas,267,False,Nas
268,Richard Marx,268,False,Richard Marx
269,Dru Hill,269,False,Dru Hill
270,Maria Bethânia,270,False,Maria Bethânia
271,Mos Def,271,False,Mos Def
272,Faith Evans,272,False,Faith Evans
273,Avant,273,False,Avant
274,Bob da Rage Sense,274,False,Bob da Rage Sense
275,Angie Stone,275,False,Angie Stone
276,Gang Starr,276,False,Gang Starr
277,Papa Wemba,277,False,Papa Wemba
278,2Pac,278,False,2Pac
279,Brandy,279,False,Brandy
280,Sam the Kid,280,False,Sam the Kid
281,Dealema,281,False,Dealema
282,Boss AC,282,False,Boss AC
283,Ana Carolina,283,False,Ana Carolina
284,Dilated Peoples,284,False,Dilated Peoples
285,Janet Jackson,285,False,Janet Jackson
286,Peter Tosh,286,False,Peter Tosh
287,Monica,287,False,Monica
288,Rihanna,288,False,Rihanna
289,Britney Spears,289,False,Britney Spears
290,Jordin Sparks,290,False,Jordin Sparks
291,Kelly Clarkson,291,False,Kelly Clarkson
292,Christina Aguilera,292,False,Christina Aguilera
293,Ashlee Simpson,293,False,Ashlee Simpson
294,Leona Lewis,294,False,Leona Lewis
295,Beyoncé,295,False,Beyoncé
296,Sugababes,296,False,Sugababes
297,David Cook,297,False,David Cook
298,Lily Allen,298,False,Lily Allen
299,Jennifer Lopez,299,False,Jennifer Lopez
300,Katy Perry,300,False,Katy Perry
301,Alicia Keys,301,False,Alicia Keys
302,P!nk,302,False,P!nk
303,Panic at the Disco,303,False,Panic at the Disco
304,David Archuleta,304,False,David Archuleta
305,Katharine McPhee,305,False,Katharine McPhee
306,Black Eyed Peas,306,False,Black Eyed Peas
307,Kate Voegele,307,False,Kate Voegele
308,Kat DeLuna,308,False,Kat DeLuna
309,Danity Kane,309,False,Danity Kane
310,Nelly Furtado,310,False,Nelly Furtado
311,Natasha Bedingfield,311,False,Natasha Bedingfield
312,Cassie,312,False,Cassie
313,Allison Iraheta,313,False,Allison Iraheta
314,Ciara,314,False,Ciara
315,Matt Pokora,315,False,Matt Pokora
316,Alanis Morissette,316,False,Alanis Morissette
317,Keri Hilson,317,False,Keri Hilson
318,Hilary Duff,318,False,Hilary Duff
319,Haley James Scott,319,False,Haley James Scott
320,Fergie,320,False,Fergie
321,Jonas Brothers,321,False,Jonas Brothers
322,Ashanti,322,False,Ashanti
323,The Saturdays,323,False,The Saturdays
324,Cobra Starship,324,False,Cobra Starship
325,Ashley Tisdale,325,False,Ashley Tisdale
326,JoJo,326,False,JoJo
327,Chris Brown,327,False,Chris Brown
328,David Guetta,328,False,David Guetta
329,Justin Timberlake,329,False,Justin Timberlake
330,T.I.,330,False,T.I.
331,Kanye West,331,False,Kanye West
332,Kelly Rowland,332,False,Kelly Rowland
333,Avril Lavigne,333,False,Avril Lavigne
334,No Angels,334,False,No Angels
335,Sandy,335,False,Sandy
336,Vanessa Petruo,336,False,Vanessa Petruo
337,Alexander,337,False,Alexander
338,Queensberry,338,False,Queensberry
339,Fady Maalouf,339,False,Fady Maalouf
340,Cher,340,False,Cher
341,Barbara Schöneberger,341,False,Barbara Schöneberger
342,Colbie Caillat,342,False,Colbie Caillat
343,Annett Louisan,343,False,Annett Louisan
344,Taylor Swift,344,False,Taylor Swift
345,Nadja Benaissa,345,False,Nadja Benaissa
346,Lena,346,False,Lena
347,Cassandra Steen,347,False,Cassandra Steen
348,Wir sind Helden,348,False,Wir sind Helden
349,The Pussycat Dolls,349,False,The Pussycat Dolls
350,Monrose,350,False,Monrose
351,Gabrielle,351,False,Gabrielle
352,Cheryl Cole,352,False,Cheryl Cole
353,Milow,353,False,Milow
354,Sarah Connor,354,False,Sarah Connor
355,Jason Mraz,355,False,Jason Mraz
356,Brad Paisley,356,False,Brad Paisley
357,Silbermond,357,False,Silbermond
358,Diyana,358,False,Diyana
359,Maria Mena,359,False,Maria Mena
360,Shania Twain,360,False,Shania Twain
361,Jennifer Chung,361,False,Jennifer Chung
362,A Fine Frenzy,362,False,A Fine Frenzy
363,Lucylicious,363,False,Lucylicious
364,Sugarland,364,False,Sugarland
365,Christina Stürmer,365,False,Christina Stürmer
366,Jack Johnson,366,False,Jack Johnson
367,BIG BANG,367,False,BIG BANG
368,김종국,368,False,김종국
369,2PM,369,False,2PM
370,Katatonia,370,False,Katatonia
371,Skillet,371,False,Skillet
372,モンゴル800,372,False,モンゴル800
373,Jay Park,373,False,Jay Park
374,宇多田ヒカル,374,False,宇多田ヒカル
375,浜崎あゆみ,375,False,浜崎あゆみ
376,UVERworld,376,False,UVERworld
377,Linkin Park,377,False,Linkin Park
378,Evanescence,378,False,Evanescence
379,中島美嘉,379,False,中島美嘉
380,Blackmore's Night,380,False,Blackmore's Night
381,C.N.BLUE,381,False,C.N.BLUE
382,BUCK-TICK,382,False,BUCK-TICK
383,Bad Religion,383,False,Bad Religion
384,Fairuz,384,False,Fairuz
385,T.M.Revolution,385,False,T.M.Revolution
386,Cascada,386,False,Cascada
387,TRAX,387,False,TRAX
388,B2ST,388,False,B2ST
389,Enya,389,False,Enya
390,GACKT,390,False,GACKT
391,Sinamore,391,False,Sinamore
392,Remi Bandali,392,False,Remi Bandali
393,Super Junior,393,False,Super Junior
394,山下智久,394,False,山下智久
395,NEWS,395,False,NEWS
396,L'Arc~en~Ciel,396,False,L'Arc~en~Ciel
397,雅-MIYAVI-,397,False,雅-MIYAVI-
398,www.DjFahad.com,398,False,www.DjFahad.com
399,嵐,399,False,嵐
400,2NE1,400,False,2NE1
401,RENTRER EN SOI,401,False,RENTRER EN SOI
402,3mmey,402,False,3mmey
403,The All-American Rejects,403,False,The All-American Rejects
404,백지영,404,False,백지영
405,The Rasmus,405,False,The Rasmus
406,HYDE,406,False,HYDE
407,Akira Yamaoka,407,False,Akira Yamaoka
408,Crossfade,408,False,Crossfade
409,G-Dragon,409,False,G-Dragon
410,GD&TOP,410,False,GD&TOP
411,Chinese mix,411,False,Chinese mix
412,blink-182,412,False,blink-182
413,After School,413,False,After School
414,Wasted Land,414,False,Wasted Land
415,Laith Al-Deen,415,False,Laith Al-Deen
416,The National,416,False,The National
417,Cordel do Fogo Encantado,417,False,Cordel do Fogo Encantado
418,Sigur Rós,418,False,Sigur Rós
419,Tokyo Police Club,419,False,Tokyo Police Club
420,The Kills,420,False,The Kills
421,Móveis Coloniais de Acaju,421,False,Móveis Coloniais de Acaju
422,Mombojó,422,False,Mombojó
423,Bat for Lashes,423,False,Bat for Lashes
424,The Strokes,424,False,The Strokes
425,Yeah Yeah Yeahs,425,False,Yeah Yeah Yeahs
426,Rilo Kiley,426,False,Rilo Kiley
427,The Cribs,427,False,The Cribs
428,The Libertines,428,False,The Libertines
429,The Smiths,429,False,The Smiths
430,Kate Nash,430,False,Kate Nash
431,Wolf Parade,431,False,Wolf Parade
432,Klaxons,432,False,Klaxons
433,Broken Social Scene,433,False,Broken Social Scene
434,Spoon,434,False,Spoon
435,Black Lips,435,False,Black Lips
436,The Smashing Pumpkins,436,False,The Smashing Pumpkins
437,She & Him,437,False,She & Him
438,O Teatro Mágico,438,False,O Teatro Mágico
439,Los Hermanos,439,False,Los Hermanos
440,Animal Collective,440,False,Animal Collective
441,Joy Division,441,False,Joy Division
442,The Tallest Man on Earth,442,False,The Tallest Man on Earth
443,The Rakes,443,False,The Rakes
444,múm,444,False,múm
445,Bon Iver,445,False,Bon Iver
446,Ra Ra Riot,446,False,Ra Ra Riot
447,Manu Chao,447,False,Manu Chao
448,Art Brut,448,False,Art Brut
449,Poney Express,449,False,Poney Express
450,She Wants Revenge,450,False,She Wants Revenge
451,Local Natives,451,False,Local Natives
452,Mundo Livre S/A,452,False,Mundo Livre S/A
453,Silverchair,453,False,Silverchair
454,Jónsi,454,False,Jónsi
455,Backstreet Boys,455,False,Backstreet Boys
456,Jesse McCartney,456,False,Jesse McCartney
457,Aaron Carter,457,False,Aaron Carter
458,Justin Bieber,458,False,Justin Bieber
459,*NSYNC,459,False,*NSYNC
460,Noize MC,460,False,Noize MC
461,Miley Cyrus,461,False,Miley Cyrus
462,Blue,462,False,Blue
463,Savage Garden,463,False,Savage Garden
464,3OH!3,464,False,3OH!3
465,Jessica Simpson,465,False,Jessica Simpson
466,Ke$ha,466,False,Ke$ha
467,Darren Hayes,467,False,Darren Hayes
468,Usher,468,False,Usher
469,Nick Carter,469,False,Nick Carter
470,nevershoutnever!,470,False,nevershoutnever!
471,Metro Station,471,False,Metro Station
472,3 Doors Down,472,False,3 Doors Down
473,Dream Street,473,False,Dream Street
474,Craig David,474,False,Craig David
475,Eminem,475,False,Eminem
476,M. Pokora,476,False,M. Pokora
477,Daniel Merriweather,477,False,Daniel Merriweather
478,ВИА Гра,478,False,ВИА Гра
479,Westlife,479,False,Westlife
480,Guf,480,False,Guf
481,Simple Plan,481,False,Simple Plan
482,Jeremih,482,False,Jeremih
483,Centr,483,False,Centr
484,Ne-Yo,484,False,Ne-Yo
485,Kelis,485,False,Kelis
486,30 Seconds to Mars,486,False,30 Seconds to Mars
487,The Birthday Massacre,487,False,The Birthday Massacre
488,Three Days Grace,488,False,Three Days Grace
489,Limp Bizkit,489,False,Limp Bizkit
490,Seether,490,False,Seether
491,Fort Minor,491,False,Fort Minor
492,Funeral for a Friend,492,False,Funeral for a Friend
493,Lostprophets,493,False,Lostprophets
494,Finch,494,False,Finch
495,This Beautiful Republic,495,False,This Beautiful Republic
496,Cold,496,False,Cold
497,Papa Roach,497,False,Papa Roach
498,Paramore,498,False,Paramore
499,Flyleaf,499,False,Flyleaf
500,Bullet for My Valentine,500,False,Bullet for My Valentine
501,Angels & Airwaves,501,False,Angels & Airwaves
502,LaFee,502,False,LaFee
503,In Flames,503,False,In Flames
504,HIM,504,False,HIM
505,Digital Summer,505,False,Digital Summer
506,Anathema,506,False,Anathema
507,Saosin,507,False,Saosin
508,Tracktor Bowling,508,False,Tracktor Bowling
509,Pitchshifter,509,False,Pitchshifter
510,P.O.D.,510,False,P.O.D.
511,U2,511,False,U2
512,Deftones,512,False,Deftones
513,Traff!c,513,False,Traff!c
514,Ill Niño,514,False,Ill Niño
515,Clan of Xymox,515,False,Clan of Xymox
516,Celldweller,516,False,Celldweller
517,Korn,517,False,Korn
518,Within Temptation,518,False,Within Temptation
519,Static-X,519,False,Static-X
520,Fluke,520,False,Fluke
521,happysad,521,False,happysad
522,Lacrimosa,522,False,Lacrimosa
523,Lindsay Lohan,523,False,Lindsay Lohan
524,Jeffree Star,524,False,Jeffree Star
525,Gwen Stefani,525,False,Gwen Stefani
526,La Roux,526,False,La Roux
527,Lil' Wayne,527,False,Lil' Wayne
528,Pixie Lott,528,False,Pixie Lott
529,Paul van Dyk,529,False,Paul van Dyk
530,Alphabeat,530,False,Alphabeat
531,Taio Cruz,531,False,Taio Cruz
532,Little Boots,532,False,Little Boots
533,Oasis,533,False,Oasis
534,No Doubt,534,False,No Doubt
535,Sophie Ellis-Bextor,535,False,Sophie Ellis-Bextor
536,Good Charlotte,536,False,Good Charlotte
537,The Used,537,False,The Used
538,Maroon 5,538,False,Maroon 5
539,Gossip,539,False,Gossip
540,Fall Out Boy,540,False,Fall Out Boy
541,Space Cowboy,541,False,Space Cowboy
542,Pitty,542,False,Pitty
543,Nicole Scherzinger,543,False,Nicole Scherzinger
544,Adam Lambert,544,False,Adam Lambert
545,Flo Rida,545,False,Flo Rida
546,The Ting Tings,546,False,The Ting Tings
547,Kid Cudi,547,False,Kid Cudi
548,Ellie Goulding,548,False,Ellie Goulding
549,The Sonics,549,False,The Sonics
550,The Fleshtones,550,False,The Fleshtones
551,The Satelliters,551,False,The Satelliters
552,The Barracudas,552,False,The Barracudas
553,The Staggers,553,False,The Staggers
554,The Kinks,554,False,The Kinks
555,The Swingin' Neckbreakers,555,False,The Swingin' Neckbreakers
556,The Strollers,556,False,The Strollers
557,The Fuzztones,557,False,The Fuzztones
558,The Maharajas,558,False,The Maharajas
559,Southern Culture on the Skids,559,False,Southern Culture on the Skids
560,The Woggles,560,False,The Woggles
561,The Untamed Youth,561,False,The Untamed Youth
562,The Who,562,False,The Who
563,Small Faces,563,False,Small Faces
564,Mahalia Jackson,564,False,Mahalia Jackson
565,Howlin' Wolf,565,False,Howlin' Wolf
566,Jackie Wilson,566,False,Jackie Wilson
567,Sam Cooke,567,False,Sam Cooke
568,The Vice Barons,568,False,The Vice Barons
569,Otis Redding,569,False,Otis Redding
570,Little Richard,570,False,Little Richard
571,LaVern Baker,571,False,LaVern Baker
572,Ray Charles,572,False,Ray Charles
573,The Detroit Cobras,573,False,The Detroit Cobras
574,Big Mama Thornton,574,False,Big Mama Thornton
575,Aretha Franklin,575,False,Aretha Franklin
576,Marvin Gaye,576,False,Marvin Gaye
577,Ruth Brown,577,False,Ruth Brown
578,James Brown,578,False,James Brown
579,Big Maybelle,579,False,Big Maybelle
580,Muddy Waters,580,False,Muddy Waters
581,Elmore James,581,False,Elmore James
582,Sonny Boy Williamson,582,False,Sonny Boy Williamson
583,John Lee Hooker,583,False,John Lee Hooker
584,The Isley Brothers,584,False,The Isley Brothers
585,Chuck Berry,585,False,Chuck Berry
586,Professor Longhair,586,False,Professor Longhair
587,Sister Rosetta Tharpe,587,False,Sister Rosetta Tharpe
588,Big Joe Turner,588,False,Big Joe Turner
589,Andre Williams,589,False,Andre Williams
590,Louis Prima,590,False,Louis Prima
591,Charles Aznavour,591,False,Charles Aznavour
592,Ennio Morricone,592,False,Ennio Morricone
593,Renato Carosone,593,False,Renato Carosone
594,The Pretty Things,594,False,The Pretty Things
595,The Titty Twisters Orchestra,595,False,The Titty Twisters Orchestra
596,The Montesas,596,False,The Montesas
597,The Easybeats,597,False,The Easybeats
598,The Gruesomes,598,False,The Gruesomes
599,David Bowie,599,False,David Bowie
600,le bowl,600,False,le bowl
601,Prince,601,False,Prince
602,Iron & Wine,602,False,Iron & Wine
603,Aphex Twin,603,False,Aphex Twin
604,Kings of Convenience,604,False,Kings of Convenience
605,Beastie Boys,605,False,Beastie Boys
606,José González,606,False,José González
607,Jethro Tull,607,False,Jethro Tull
608,Tortoise,608,False,Tortoise
609,Nick Drake,609,False,Nick Drake
610,Miles Davis,610,False,Miles Davis
611,The Sea and Cake,611,False,The Sea and Cake
612,Talking Heads,612,False,Talking Heads
613,John Coltrane,613,False,John Coltrane
614,Pearl Jam,614,False,Pearl Jam
615,Elliott Smith,615,False,Elliott Smith
616,Squarepusher,616,False,Squarepusher
617,The Roots,617,False,The Roots
618,Belle and Sebastian,618,False,Belle and Sebastian
619,A Tribe Called Quest,619,False,A Tribe Called Quest
620,Pulp,620,False,Pulp
621,The Album Leaf,621,False,The Album Leaf
622,Sufjan Stevens,622,False,Sufjan Stevens
623,Clogs,623,False,Clogs
624,Great Lake Swimmers,624,False,Great Lake Swimmers
625,Thelonious Monk,625,False,Thelonious Monk
626,A.A. Bondy,626,False,A.A. Bondy
627,Saint Etienne,627,False,Saint Etienne
628,Andrew York,628,False,Andrew York
629,of Montreal,629,False,of Montreal
630,Neil Young,630,False,Neil Young
631,Einstürzende Neubauten,631,False,Einstürzende Neubauten
632,Explosions in the Sky,632,False,Explosions in the Sky
633,Ornette Coleman,633,False,Ornette Coleman
634,Μιχάλης Χατζηγιάννης,634,False,Μιχάλης Χατζηγιάννης
635,Teen Angels,635,False,Teen Angels
636,Ivi Adamou,636,False,Ivi Adamou
637,Helena Paparizou,637,False,Helena Paparizou
638,Kalomoira,638,False,Kalomoira
639,Milan Stanković,639,False,Milan Stanković
640,Άννα Βισση,640,False,Άννα Βισση
641,Laura Pausini,641,False,Laura Pausini
642,Banghra,642,False,Banghra
643,Nikolas Metaxas,643,False,Nikolas Metaxas
644,Inna,644,False,Inna
645,Stavento,645,False,Stavento
646,RBD,646,False,RBD
647,Eleftheria Eleftheriou,647,False,Eleftheria Eleftheriou
648,Antonis Remos,648,False,Antonis Remos
649,D'Nash,649,False,D'Nash
650,Giorgos Papadopoulos,650,False,Giorgos Papadopoulos
651,Funky G,651,False,Funky G
652,Hadise,652,False,Hadise
653,Watch Tower Bible and Tract Society of PA,653,False,Watch Tower Bible and Tract Society of PA
654,Onirama,654,False,Onirama
655,Jessy Matador,655,False,Jessy Matador
656,Master Tempo,656,False,Master Tempo
657,Paolo Meneguzzi,657,False,Paolo Meneguzzi
658,Floricienta,658,False,Floricienta
659,Erreway,659,False,Erreway
660,Dima Bilan,660,False,Dima Bilan
661,Stromae,661,False,Stromae
662,Tamta,662,False,Tamta
663,Sakis Rouvas,663,False,Sakis Rouvas
664,Karolina,664,False,Karolina
665,Giannis Ploutarxos,665,False,Giannis Ploutarxos
666,Chanée & N'evergreen,666,False,Chanée & N'evergreen
667,Evridiki,667,False,Evridiki
668,Mando,668,False,Mando
669,Eric Saade,669,False,Eric Saade
670,Safura,670,False,Safura
671,Alkistis Protopsalti,671,False,Alkistis Protopsalti
672,Denise Rosenthal,672,False,Denise Rosenthal
673,Christos Dantis,673,False,Christos Dantis
674,Darin,674,False,Darin
675,Despoina Olympiou,675,False,Despoina Olympiou
